"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"177,325,449",
"",營利事業捐贈收入,"177,671,700",
"",政黨捐贈收入,"35,084,381",
"",人民團體捐贈收入,"1,882,900",
"",匿名捐贈收入,"12,059,722",
"",其他收入,"14,220","超過兩萬元之收入合計:369,237,895"
"",收入合計,"404,038,372","金錢收入總額:403,136,882非金錢收入總額:901,490"
"支出",宣傳支出,"273,743,469",
"",租用宣傳車輛支出,"4,156,032",
"",租用競選辦事處支出,"3,576,603",
"",集會支出,"78,517,867",
"",交通旅運支出,"10,619,798",
"",雜支支出,"55,951,840",
"",繳庫支出,"1,126,000",專戶存款結存金額:0
"",支出合計,"427,691,609","超過兩萬元之支出合計:409,613,186"
"餘絀",收支結存金額,"-23,653,237",
"金錢以外之賸餘財產",0,,
