"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,688,088",
"",營利事業捐贈收入,"444,000",
"",政黨捐贈收入,"500,000",
"",人民團體捐贈收入,"10,000",
"",匿名捐贈收入,"20,000",
"",其他收入,190,"超過三萬元之收入合計:2,086,000"
"",收入合計,"3,662,278","金錢收入總額:3,618,278非金錢收入總額:44,000"
"支出",人事費用支出,"1,060,000",
"",宣傳支出,"917,013",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"257,196",
"",集會支出,"224,435",
"",交通旅運支出,"325,688",
"",雜支支出,"962,428",
"",返還捐贈支出,"10,000",
"",繳庫支出,"20,000",專戶存款結存金額:0
"",公共關係費用支出,"73,652",
"",支出合計,"3,850,412","超過三萬元之支出合計:1,604,481"
"餘絀",收支結存金額,"-188,134",
"金錢以外之賸餘財產","48,890",,
