"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"60,032,606",
"",營利事業捐贈收入,"20,466,232",
"",政黨捐贈收入,"2,903,492",
"",人民團體捐贈收入,"2,026,666",
"",匿名捐贈收入,"1,767,294",
"",其他收入,"2,811",超過三萬元之收入合計:68092438.00
"",收入合計,"87,199,101","金錢收入總額:87042647.00 非金錢收入總額:156454.00"
"支出",人事費用支出,"10,153,055",
"",宣傳支出,"58,420,037",
"",租用宣傳車輛支出,"1,178,338",
"",租用競選辦事處支出,"3,154,523",
"",集會支出,"8,860,682",
"",交通旅運支出,"2,380,001",
"",雜支支出,"2,874,593",
"",返還捐贈支出,"20,000",
"",繳庫支出,"1,000,000",專戶存款結存金額:0.00
"",公共關係費用支出,60,
"",支出合計,"88,041,289",超過三萬元之支出合計:73152882.00
"餘絀",收支結存金額,"-842,188",
"金錢以外之賸餘財產",0,,
