"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,310,000",
"",營利事業捐贈收入,"1,150,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"2,000",
"",其他收入,0,超過三萬元之收入合計:2340000.00
"",收入合計,"2,462,000","金錢收入總額:2462000.00 非金錢收入總額:"
"支出",人事費用支出,"884,950",
"",宣傳支出,"859,453",
"",租用宣傳車輛支出,123,
"",租用競選辦事處支出,"156,000",
"",集會支出,"207,880",
"",交通旅運支出,"15,000",
"",雜支支出,"297,109",
"",返還捐贈支出,"300,000",
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,"25,000",
"",支出合計,"2,745,515",超過三萬元之支出合計:1765201.00
"餘絀",收支結存金額,"-283,515",
"金錢以外之賸餘財產",0,,
