"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"5,057,540",
"",營利事業捐贈收入,"4,672,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"50,000",
"",匿名捐贈收入,"11,000",
"",其他收入,774,"超過三萬元之收入合計:7,910,000"
"",收入合計,"9,791,314","金錢收入總額:9,754,974  非金錢收入總額:36,340"
"支出",人事費用支出,"2,331,300",
"",宣傳支出,"4,716,981",
"",租用宣傳車輛支出,"688,496",
"",租用競選辦事處支出,"669,556",
"",集會支出,"966,935",
"",交通旅運支出,"84,182",
"",雜支支出,"1,064,756",
"",返還捐贈支出,"537,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"38,634",
"",支出合計,"11,097,840","超過三萬元之支出合計:7,618,569"
"餘絀",收支結存金額,"-1,306,526",
"金錢以外之賸餘財產",0,,
