"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"6,322,200",
"",營利事業捐贈收入,"651,600",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"350,000",
"",匿名捐贈收入,"232,200",
"",其他收入,928,超過三萬元之收入合計:5355000.00
"",收入合計,"7,556,928","金錢收入總額:7486928.00 非金錢收入總額:70000.00"
"支出",人事費用支出,"1,767,825",
"",宣傳支出,"2,575,681",
"",租用宣傳車輛支出,"302,500",
"",租用競選辦事處支出,"590,393",
"",集會支出,"131,200",
"",交通旅運支出,"149,942",
"",雜支支出,"448,535",
"",返還捐贈支出,"75,000",
"",繳庫支出,0,專戶存款結存金額:1369440.00
"",公共關係費用支出,"116,612",
"",支出合計,"6,157,688",超過三萬元之支出合計:4480330.00
"餘絀",收支結存金額,"1,399,240",
"金錢以外之賸餘財產",0,,
