"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"210,000",
"",營利事業捐贈收入,"8,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"200,000",
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:400,000"
"",收入合計,"418,000","金錢收入總額:418,000非金錢收入總額:0"
"支出",人事費用支出,"15,100",
"",宣傳支出,"1,062,332",
"",租用宣傳車輛支出,"43,770",
"",租用競選辦事處支出,"32,990",
"",集會支出,"93,919",
"",交通旅運支出,"64,192",
"",雜支支出,"127,376",
"",返還捐贈支出,"200,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"3,786",
"",支出合計,"1,643,465","超過三萬元之支出合計:991,280"
"餘絀",收支結存金額,"-1,225,465",
"金錢以外之賸餘財產",0,,
