"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,768,200",
"",營利事業捐贈收入,"116,600",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:1,356,000"
"",收入合計,"1,884,800","金錢收入總額:1,857,800非金錢收入總額:27,000"
"支出",人事費用支出,"245,400",
"",宣傳支出,"2,040,010",
"",租用宣傳車輛支出,"166,300",
"",租用競選辦事處支出,"129,267",
"",集會支出,"959,228",
"",交通旅運支出,"130,523",
"",雜支支出,"210,639",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"3,881,367","超過三萬元之支出合計:2,104,900"
"餘絀",收支結存金額,"-1,996,567",
"金錢以外之賸餘財產",0,,
