"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"5,498,488",
"",營利事業捐贈收入,"2,556,000",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,"308,000",
"",匿名捐贈收入,"35,800",
"",其他收入,486,"超過三萬元之收入合計:6,266,000"
"",收入合計,"8,498,774","金錢收入總額:8,498,774  非金錢收入總額:"
"支出",人事費用支出,"2,046,700",
"",宣傳支出,"6,921,864",
"",租用宣傳車輛支出,"1,728",
"",租用競選辦事處支出,"353,254",
"",集會支出,"285,932",
"",交通旅運支出,"202,090",
"",雜支支出,"1,228,923",
"",返還捐贈支出,"890,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"1,656,260",
"",支出合計,"13,586,751","超過三萬元之支出合計:9,568,673"
"餘絀",收支結存金額,"-5,087,977",
"金錢以外之賸餘財產",0,,
