"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"624,000",
"",營利事業捐贈收入,"250,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"26,500",
"",其他收入,96,"超過三萬元之收入合計:800,000"
"",收入合計,"900,596","金錢收入總額:900,596  非金錢收入總額:"
"支出",人事費用支出,"169,040",
"",宣傳支出,"2,022,775",
"",租用宣傳車輛支出,"22,000",
"",租用競選辦事處支出,"26,398",
"",集會支出,"131,600",
"",交通旅運支出,"19,253",
"",雜支支出,"771,095",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"3,162,161","超過三萬元之支出合計:2,324,875"
"餘絀",收支結存金額,"-2,261,565",
"金錢以外之賸餘財產",0,,
