"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,837,250",
"",營利事業捐贈收入,"870,920",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,23,"超過三萬元之收入合計:2,502,000"
"",收入合計,"3,708,193","金錢收入總額:3,625,673非金錢收入總額:82,520"
"支出",人事費用支出,"1,557,098",
"",宣傳支出,"2,617,143",
"",租用宣傳車輛支出,"898,861",
"",租用競選辦事處支出,"133,591",
"",集會支出,"357,837",
"",交通旅運支出,"150,469",
"",雜支支出,"698,047",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:972,558"
"",公共關係費用支出,"107,135",
"",支出合計,"6,520,181","超過三萬元之支出合計:2,927,820"
"餘絀",收支結存金額,"-2,811,988",
"金錢以外之賸餘財產",0,,
