"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"90,000",
"",營利事業捐贈收入,"345,250",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"17,000",
"",其他收入,0,"超過三萬元之收入合計:360,000"
"",收入合計,"452,250","金錢收入總額:377,000非金錢收入總額:75,250"
"支出",人事費用支出,"188,600",
"",宣傳支出,"757,210",
"",租用宣傳車輛支出,"84,260",
"",租用競選辦事處支出,"1,000",
"",集會支出,"86,600",
"",交通旅運支出,"89,974",
"",雜支支出,"158,510",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"1,366,154","超過三萬元之支出合計:877,124"
"餘絀",收支結存金額,"-913,904",
"金錢以外之賸餘財產","75,250",,
