"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,180,998",
"",營利事業捐贈收入,"2,331,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"26,168",
"",其他收入,0,"超過三萬元之收入合計:3,042,000"
"",收入合計,"4,538,166","金錢收入總額:4,090,846非金錢收入總額:447,320"
"支出",人事費用支出,"1,734,600",
"",宣傳支出,"1,366,563",
"",租用宣傳車輛支出,"10,000",
"",租用競選辦事處支出,"9,900",
"",集會支出,"181,909",
"",交通旅運支出,"149,962",
"",雜支支出,"1,105,661",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:9,101"
"",公共關係費用支出,"527,630",
"",支出合計,"5,086,225","超過三萬元之支出合計:1,859,060"
"餘絀",收支結存金額,"-548,059",
"金錢以外之賸餘財產",0,,
