"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,516,000",
"",營利事業捐贈收入,"250,000",
"",政黨捐贈收入,"30,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,7,"超過三萬元之收入合計:1,560,000"
"",收入合計,"1,796,007","金錢收入總額:1,796,007非金錢收入總額:0"
"支出",人事費用支出,"735,400",
"",宣傳支出,"656,000",
"",租用宣傳車輛支出,"40,230",
"",租用競選辦事處支出,"90,000",
"",集會支出,"134,800",
"",交通旅運支出,0,
"",雜支支出,"328,954",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:1,007"
"",公共關係費用支出,0,
"",支出合計,"1,985,384","超過三萬元之支出合計:1,392,600"
"餘絀",收支結存金額,"-189,377",
"金錢以外之賸餘財產",0,,
