"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,268,068",
"",營利事業捐贈收入,"3,375,300",
"",政黨捐贈收入,"6,000,000",
"",人民團體捐贈收入,"235,000",
"",匿名捐贈收入,"133,700",
"",其他收入,0,"超過三萬元之收入合計:12,370,000"
"",收入合計,"14,012,068","金錢收入總額:13,952,488非金錢收入總額:59,580"
"支出",人事費用支出,"1,846,800",
"",宣傳支出,"7,877,835",
"",租用宣傳車輛支出,"716,000",
"",租用競選辦事處支出,"174,019",
"",集會支出,"2,706,835",
"",交通旅運支出,"178,502",
"",雜支支出,"1,053,905",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"14,553,896","超過三萬元之支出合計:8,449,793"
"餘絀",收支結存金額,"-541,828",
"金錢以外之賸餘財產",0,,
