"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,467,200",
"",營利事業捐贈收入,"1,022,000",
"",政黨捐贈收入,"30,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,102,"超過三萬元之收入合計:3,006,000"
"",收入合計,"3,519,302","金錢收入總額:3,448,102非金錢收入總額:71,200"
"支出",人事費用支出,"889,000",
"",宣傳支出,"1,440,714",
"",租用宣傳車輛支出,"137,000",
"",租用競選辦事處支出,0,
"",集會支出,"605,600",
"",交通旅運支出,0,
"",雜支支出,"800,688",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:2
"",公共關係費用支出,"207,750",
"",支出合計,"4,080,752","超過三萬元之支出合計:2,390,713"
"餘絀",收支結存金額,"-561,450",
"金錢以外之賸餘財產",0,,
