"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,539,000",
"",營利事業捐贈收入,"756,000",
"",政黨捐贈收入,"950,000",
"",人民團體捐贈收入,"100,000",
"",匿名捐贈收入,"3,500",
"",其他收入,0,"超過三萬元之收入合計:3,010,000"
"",收入合計,"3,348,500","金錢收入總額:3,348,500非金錢收入總額:0"
"支出",人事費用支出,"821,500",
"",宣傳支出,"1,679,050",
"",租用宣傳車輛支出,"881,406",
"",租用競選辦事處支出,"92,198",
"",集會支出,"492,215",
"",交通旅運支出,"21,968",
"",雜支支出,"269,487",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"4,257,824","超過三萬元之支出合計:1,445,575"
"餘絀",收支結存金額,"-909,324",
"金錢以外之賸餘財產",0,,
