"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,844,388",
"",營利事業捐贈收入,"357,200",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"30,000",
"",匿名捐贈收入,"99,200",
"",其他收入,125,超過三萬元之收入合計:913000.00
"",收入合計,"2,330,913","金錢收入總額:1946413.00 非金錢收入總額:384500.00"
"支出",人事費用支出,"897,426",
"",宣傳支出,"1,351,483",
"",租用宣傳車輛支出,"85,271",
"",租用競選辦事處支出,"120,300",
"",集會支出,"316,720",
"",交通旅運支出,90,
"",雜支支出,"631,890",
"",返還捐贈支出,0,
"",繳庫支出,"32,000",專戶存款結存金額:125.00
"",公共關係費用支出,"41,700",
"",支出合計,"3,476,880",超過三萬元之支出合計:1270315.00
"餘絀",收支結存金額,"-1,145,967",
"金錢以外之賸餘財產",0,,
