"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"3,543,800",
"",營利事業捐贈收入,"3,352,000",
"",政黨捐贈收入,"8,100,000",
"",人民團體捐贈收入,"412,000",
"",匿名捐贈收入,"20,500",
"",其他收入,"2,834","超過兩萬元之收入合計:14,404,000"
"",收入合計,"15,431,134","金錢收入總額:15,371,134非金錢收入總額:60,000"
"支出",宣傳支出,"7,988,482",
"",租用宣傳車輛支出,"1,411,303",
"",租用競選辦事處支出,"1,482,853",
"",集會支出,"1,469,760",
"",交通旅運支出,"116,154",
"",雜支支出,"4,086,809",
"",繳庫支出,0,"專戶存款結存金額:91,134"
"",支出合計,"16,555,361","超過兩萬元之支出合計:13,082,322"
"餘絀",收支結存金額,"-1,124,227",
"金錢以外之賸餘財產",0,,
