"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"8,558,000",
"",營利事業捐贈收入,"5,441,000",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,"750,000",
"",匿名捐贈收入,"7,200",
"",其他收入,382,"超過三萬元之收入合計:13,716,000"
"",收入合計,"14,856,582","金錢收入總額:14,856,582  非金錢收入總額:"
"支出",人事費用支出,"108,000",
"",宣傳支出,"6,841,790",
"",租用宣傳車輛支出,"90,552",
"",租用競選辦事處支出,"1,364,326",
"",集會支出,"1,707,000",
"",交通旅運支出,"846,969",
"",雜支支出,"2,858,012",
"",返還捐贈支出,"1,061,000",
"",繳庫支出,"100,000",專戶存款結存金額:0
"",公共關係費用支出,"28,160",
"",支出合計,"15,005,809","超過三萬元之支出合計:11,899,124"
"餘絀",收支結存金額,"-149,227",
"金錢以外之賸餘財產",0,,
