"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"6,320,400",
"",營利事業捐贈收入,"2,691,000",
"",政黨捐贈收入,"5,000,000",
"",人民團體捐贈收入,"450,000",
"",匿名捐贈收入,"149,900",
"",其他收入,0,"超過三萬元之收入合計:12,382,000"
"",收入合計,"14,611,300","金錢收入總額:14,522,000非金錢收入總額:89,300"
"支出",人事費用支出,0,
"",宣傳支出,"7,465,782",
"",租用宣傳車輛支出,"265,194",
"",租用競選辦事處支出,"263,750",
"",集會支出,"384,337",
"",交通旅運支出,"42,772",
"",雜支支出,"2,852,967",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:3,342,185"
"",公共關係費用支出,0,
"",支出合計,"11,274,802","超過三萬元之支出合計:9,529,051"
"餘絀",收支結存金額,"3,336,498",
"金錢以外之賸餘財產",0,,
