"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"3,443,100",
"",營利事業捐贈收入,"150,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,10,"超過三萬元之收入合計:3,450,000"
"",收入合計,"3,593,110","金錢收入總額:3,570,010  非金錢收入總額:23,100"
"支出",人事費用支出,"308,750",
"",宣傳支出,"1,943,208",
"",租用宣傳車輛支出,"315,617",
"",租用競選辦事處支出,390,
"",集會支出,"569,059",
"",交通旅運支出,"1,420",
"",雜支支出,"470,029",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"57,353",
"",支出合計,"3,665,826","超過三萬元之支出合計:1,848,754"
"餘絀",收支結存金額,"-72,716",
"金錢以外之賸餘財產",0,,
