"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,168,200",
"",營利事業捐贈收入,"709,200",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"50,000",
"",匿名捐贈收入,"28,000",
"",其他收入,96,"超過三萬元之收入合計:1,170,000"
"",收入合計,"1,955,496","金錢收入總額:1,925,496非金錢收入總額:30,000"
"支出",人事費用支出,"171,650",
"",宣傳支出,"1,365,821",
"",租用宣傳車輛支出,"113,741",
"",租用競選辦事處支出,"132,000",
"",集會支出,"98,780",
"",交通旅運支出,"27,598",
"",雜支支出,"196,449",
"",返還捐贈支出,"50,000",
"",繳庫支出,0,專戶存款結存金額:96
"",公共關係費用支出,0,
"",支出合計,"2,156,039","超過三萬元之支出合計:1,187,893"
"餘絀",收支結存金額,"-200,543",
"金錢以外之賸餘財產",0,,
