"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,084,300",
"",營利事業捐贈收入,"1,249,600",
"",政黨捐贈收入,"300,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:2,938,000"
"",收入合計,"3,633,900","金錢收入總額:3,424,000非金錢收入總額:209,900"
"支出",人事費用支出,"161,450",
"",宣傳支出,"2,103,685",
"",租用宣傳車輛支出,"662,299",
"",租用競選辦事處支出,"228,427",
"",集會支出,"312,789",
"",交通旅運支出,"21,391",
"",雜支支出,"755,329",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:14
"",公共關係費用支出,"109,000",
"",支出合計,"4,354,370","超過三萬元之支出合計:2,502,024"
"餘絀",收支結存金額,"-720,470",
"金錢以外之賸餘財產",0,,
