"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"3,512,000",
"",營利事業捐贈收入,"1,097,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"6,000",
"",匿名捐贈收入,0,
"",其他收入,315,"超過三萬元之收入合計:3,838,000"
"",收入合計,"4,615,315","金錢收入總額:4,615,315非金錢收入總額:0"
"支出",人事費用支出,"1,429,850",
"",宣傳支出,"2,041,761",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,0,
"",集會支出,"160,969",
"",交通旅運支出,"194,441",
"",雜支支出,"800,855",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:315
"",公共關係費用支出,"22,300",
"",支出合計,"4,650,176","超過三萬元之支出合計:1,982,528"
"餘絀",收支結存金額,"-34,861",
"金錢以外之賸餘財產",0,,
