"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"365,000",
"",營利事業捐贈收入,"148,000",
"",政黨捐贈收入,"70,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:200,000"
"",收入合計,"583,000","金錢收入總額:463,000非金錢收入總額:120,000"
"支出",人事費用支出,"57,000",
"",宣傳支出,"512,678",
"",租用宣傳車輛支出,"160,000",
"",租用競選辦事處支出,"26,530",
"",集會支出,"410,450",
"",交通旅運支出,"175,965",
"",雜支支出,"148,420",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"1,491,043","超過三萬元之支出合計:480,510"
"餘絀",收支結存金額,"-908,043",
"金錢以外之賸餘財產",0,,
