"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,282,480",
"",營利事業捐贈收入,"2,611,600",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:3,626,000"
"",收入合計,"4,894,080","金錢收入總額:4,731,600非金錢收入總額:162,480"
"支出",人事費用支出,"387,000",
"",宣傳支出,"1,027,757",
"",租用宣傳車輛支出,"122,480",
"",租用競選辦事處支出,"4,600",
"",集會支出,"665,907",
"",交通旅運支出,"77,465",
"",雜支支出,"851,552",
"",返還捐贈支出,"1,876,000",
"",繳庫支出,0,專戶存款結存金額:102
"",公共關係費用支出,"73,200",
"",支出合計,"5,085,961","超過三萬元之支出合計:2,324,000"
"餘絀",收支結存金額,"-191,881",
"金錢以外之賸餘財產",0,,
