"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,654,000",
"",營利事業捐贈收入,"1,346,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,超過三萬元之收入合計:2776000.00
"",收入合計,"3,000,000","金錢收入總額:3000000.00 非金錢收入總額:"
"支出",人事費用支出,"752,770",
"",宣傳支出,"1,100,713",
"",租用宣傳車輛支出,"166,022",
"",租用競選辦事處支出,"25,136",
"",集會支出,"527,200",
"",交通旅運支出,"13,687",
"",雜支支出,"500,979",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:120.00
"",公共關係費用支出,900,
"",支出合計,"3,087,407",超過三萬元之支出合計:1362133.00
"餘絀",收支結存金額,"-87,407",
"金錢以外之賸餘財產",0,,
