"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,128,738",
"",營利事業捐贈收入,"303,800",
"",政黨捐贈收入,"2,013,340",
"",人民團體捐贈收入,"26,000",
"",匿名捐贈收入,"95,000",
"",其他收入,23,"超過三萬元之收入合計:5,512,000"
"",收入合計,"6,566,901","金錢收入總額:6,164,601非金錢收入總額:402,300"
"支出",人事費用支出,"1,411,806",
"",宣傳支出,"2,937,784",
"",租用宣傳車輛支出,"528,154",
"",租用競選辦事處支出,"283,997",
"",集會支出,"319,510",
"",交通旅運支出,"114,082",
"",雜支支出,"909,429",
"",返還捐贈支出,"150,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"11,500",
"",支出合計,"6,666,262","超過三萬元之支出合計:2,614,860"
"餘絀",收支結存金額,"-99,361",
"金錢以外之賸餘財產",0,,
