"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"818,488",
"",營利事業捐贈收入,"214,140",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"5,000",
"",其他收入,4,"超過三萬元之收入合計:706,000"
"",收入合計,"1,087,632","金錢收入總額:1,080,492非金錢收入總額:7,140"
"支出",人事費用支出,"267,860",
"",宣傳支出,"701,096",
"",租用宣傳車輛支出,"10,100",
"",租用競選辦事處支出,"54,200",
"",集會支出,"36,200",
"",交通旅運支出,0,
"",雜支支出,"862,858",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:4
"",公共關係費用支出,0,
"",支出合計,"1,932,314","超過三萬元之支出合計:708,860"
"餘絀",收支結存金額,"-844,682",
"金錢以外之賸餘財產","7,140",,
