"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,091,100",
"",營利事業捐贈收入,"1,141,375",
"",政黨捐贈收入,"200,000",
"",人民團體捐贈收入,"100,000",
"",匿名捐贈收入,0,
"",其他收入,16,"超過三萬元之收入合計:3,069,375"
"",收入合計,"3,532,491","金錢收入總額:3,361,116非金錢收入總額:171,375"
"支出",人事費用支出,"1,142,875",
"",宣傳支出,"2,060,395",
"",租用宣傳車輛支出,"325,808",
"",租用競選辦事處支出,"50,505",
"",集會支出,"89,713",
"",交通旅運支出,"222,402",
"",雜支支出,"293,473",
"",返還捐贈支出,"102,000",
"",繳庫支出,0,專戶存款結存金額:16
"",公共關係費用支出,"56,200",
"",支出合計,"4,343,371","超過三萬元之支出合計:2,681,568"
"餘絀",收支結存金額,"-810,880",
"金錢以外之賸餘財產",0,,
