"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"575,038",
"",營利事業捐贈收入,"123,000",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,"16,600",
"",匿名捐贈收入,"12,000",
"",其他收入,0,"超過三萬元之收入合計:180,000"
"",收入合計,"776,638","金錢收入總額:703,388非金錢收入總額:73,250"
"支出",人事費用支出,"60,000",
"",宣傳支出,"398,478",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,0,
"",集會支出,"127,700",
"",交通旅運支出,"24,318",
"",雜支支出,"171,864",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:88
"",公共關係費用支出,"30,000",
"",支出合計,"812,360","超過三萬元之支出合計:248,602"
"餘絀",收支結存金額,"-35,722",
"金錢以外之賸餘財產",0,,
