"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"26,042,665",
"",營利事業捐贈收入,"52,112,500",
"",政黨捐贈收入,"15,920,000",
"",人民團體捐贈收入,"1,204,000",
"",匿名捐贈收入,"208,188",
"",其他收入,"3,940","超過兩萬元之收入合計:91,635,000"
"",收入合計,"95,491,293","金錢收入總額:87,953,793非金錢收入總額:7,537,500"
"支出",宣傳支出,"70,523,261",
"",租用宣傳車輛支出,"143,350",
"",租用競選辦事處支出,"9,739,023",
"",集會支出,"17,054,453",
"",交通旅運支出,"1,035,027",
"",雜支支出,"14,689,190",
"",繳庫支出,"40,000","專戶存款結存金額:4,064"
"",支出合計,"113,224,304","超過兩萬元之支出合計:109,034,816"
"餘絀",收支結存金額,"-17,733,011",
"金錢以外之賸餘財產",0,,
