"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"8,778,200",
"",營利事業捐贈收入,"6,750,000",
"",政黨捐贈收入,"5,100,000",
"",人民團體捐贈收入,"743,000",
"",匿名捐贈收入,"9,413",
"",其他收入,"4,431","超過兩萬元之收入合計:20,796,000"
"",收入合計,"21,385,044","金錢收入總額:21,085,044非金錢收入總額:300,000"
"支出",宣傳支出,"15,161,806",
"",租用宣傳車輛支出,"100,000",
"",租用競選辦事處支出,"563,935",
"",集會支出,"1,129,326",
"",交通旅運支出,"108,683",
"",雜支支出,"7,507,176",
"",繳庫支出,"60,000",專戶存款結存金額:0
"",支出合計,"24,630,926","超過兩萬元之支出合計:18,996,978"
"餘絀",收支結存金額,"-3,245,882",
"金錢以外之賸餘財產",0,,
