"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"187,200",
"",營利事業捐贈收入,"500,000",
"",政黨捐贈收入,"3,000,000",
"",人民團體捐贈收入,"10,000",
"",匿名捐贈收入,"24,913",
"",其他收入,625,"超過三萬元之收入合計:3,550,000"
"",收入合計,"3,722,738","金錢收入總額:3,710,738  非金錢收入總額:12,000"
"支出",人事費用支出,"331,883",
"",宣傳支出,"2,559,059",
"",租用宣傳車輛支出,"368,130",
"",租用競選辦事處支出,"2,402",
"",集會支出,"356,873",
"",交通旅運支出,"440,914",
"",雜支支出,"573,966",
"",返還捐贈支出,0,
"",繳庫支出,"22,913",專戶存款結存金額:36
"",公共關係費用支出,"210,104",
"",支出合計,"4,866,244","超過三萬元之支出合計:2,987,974"
"餘絀",收支結存金額,"-1,143,506",
"金錢以外之賸餘財產",0,,
