"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,630,000",
"",營利事業捐贈收入,"4,280,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"3,000",
"",其他收入,231,"超過三萬元之收入合計:6,760,000"
"",收入合計,"6,913,231","金錢收入總額:6,913,231非金錢收入總額:0"
"支出",人事費用支出,"1,615,675",
"",宣傳支出,"733,925",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"140,000",
"",集會支出,"15,000",
"",交通旅運支出,"71,909",
"",雜支支出,"569,990",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:90
"",公共關係費用支出,0,
"",支出合計,"3,146,499","超過三萬元之支出合計:2,295,247"
"餘絀",收支結存金額,"3,766,732",
"金錢以外之賸餘財產",0,,
