"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"12,123,200",
"",營利事業捐贈收入,"6,332,100",
"",政黨捐贈收入,"1,155,000",
"",人民團體捐贈收入,"370,000",
"",匿名捐贈收入,"1,491,500",
"",其他收入,"208,518","超過兩萬元之收入合計:16,221,600"
"",收入合計,"21,680,318","金錢收入總額:21,359,018非金錢收入總額:321,300"
"支出",宣傳支出,"11,714,992",
"",租用宣傳車輛支出,"18,000",
"",租用競選辦事處支出,"1,217,494",
"",集會支出,"2,032,449",
"",交通旅運支出,"246,796",
"",雜支支出,"5,775,763",
"",繳庫支出,0,"專戶存款結存金額:3,569,392"
"",支出合計,"21,005,494","超過兩萬元之支出合計:17,457,332"
"餘絀",收支結存金額,"674,824",
"金錢以外之賸餘財產",0,,
