"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"11,531,190",
"",營利事業捐贈收入,"5,873,247",
"",政黨捐贈收入,"20,000",
"",人民團體捐贈收入,"270,000",
"",匿名捐贈收入,168,
"",其他收入,235,"超過三萬元之收入合計:14,155,466"
"",收入合計,"17,694,840","金錢收入總額:17,080,643非金錢收入總額:614,197"
"支出",人事費用支出,"2,578,950",
"",宣傳支出,"11,348,181",
"",租用宣傳車輛支出,"212,150",
"",租用競選辦事處支出,"1,020,130",
"",集會支出,"2,141,967",
"",交通旅運支出,"772,855",
"",雜支支出,"2,264,174",
"",返還捐贈支出,0,
"",繳庫支出,"100,000",專戶存款結存金額:0
"",公共關係費用支出,"20,250",
"",支出合計,"20,458,657","超過三萬元之支出合計:13,637,226"
"餘絀",收支結存金額,"-2,763,817",
"金錢以外之賸餘財產",0,,
