"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,435,448",
"",營利事業捐贈收入,"821,200",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"12,000",
"",匿名捐贈收入,"47,000",
"",其他收入,0,超過三萬元之收入合計:2734900.00
"",收入合計,"5,315,648","金錢收入總額:4938368.00 非金錢收入總額:437280.00"
"支出",人事費用支出,"1,537,979",
"",宣傳支出,"2,117,570",
"",租用宣傳車輛支出,"293,333",
"",租用競選辦事處支出,"191,411",
"",集會支出,"306,080",
"",交通旅運支出,"272,887",
"",雜支支出,"649,385",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,"533,077",
"",支出合計,"5,901,722",超過三萬元之支出合計:1659504.00
"餘絀",收支結存金額,"-586,074",
"金錢以外之賸餘財產",0,,
