"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"8,216,200",
"",營利事業捐贈收入,"1,505,000",
"",政黨捐贈收入,"7,000,000",
"",人民團體捐贈收入,"50,000",
"",匿名捐贈收入,0,
"",其他收入,"2,217","超過三萬元之收入合計:16,500,000"
"",收入合計,"16,773,417","金錢收入總額:16,773,417  非金錢收入總額:"
"支出",人事費用支出,"1,396,340",
"",宣傳支出,"11,799,546",
"",租用宣傳車輛支出,"252,230",
"",租用競選辦事處支出,0,
"",集會支出,"140,925",
"",交通旅運支出,"119,574",
"",雜支支出,"1,584,385",
"",返還捐贈支出,"6,000",
"",繳庫支出,0,"專戶存款結存金額:1,474,417"
"",公共關係費用支出,0,
"",支出合計,"15,299,000","超過三萬元之支出合計:12,001,518"
"餘絀",收支結存金額,"1,474,417",
"金錢以外之賸餘財產",0,,
