"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"12,470,600",
"",營利事業捐贈收入,"12,244,800",
"",政黨捐贈收入,"5,000,000",
"",人民團體捐贈收入,"123,000",
"",匿名捐贈收入,"53,681",
"",其他收入,785,"超過三萬元之收入合計:26,653,200"
"",收入合計,"29,892,866","金錢收入總額:29,729,666  非金錢收入總額:163,200"
"支出",人事費用支出,"3,961,180",
"",宣傳支出,"16,236,010",
"",租用宣傳車輛支出,"1,089,898",
"",租用競選辦事處支出,"1,315,027",
"",集會支出,"927,500",
"",交通旅運支出,"1,265,297",
"",雜支支出,"3,769,989",
"",返還捐贈支出,"1,180,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"525,290",
"",支出合計,"30,270,191","超過三萬元之支出合計:23,217,062"
"餘絀",收支結存金額,"-377,325",
"金錢以外之賸餘財產",0,,
