"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,835,400",
"",營利事業捐贈收入,"779,600",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,"10,000",
"",匿名捐贈收入,0,
"",其他收入,292,"超過三萬元之收入合計:1,573,000"
"",收入合計,"2,675,292","金錢收入總額:2,675,292非金錢收入總額:0"
"支出",人事費用支出,"252,000",
"",宣傳支出,"2,174,158",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,0,
"",集會支出,"77,320",
"",交通旅運支出,"21,121",
"",雜支支出,"560,143",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:645
"",公共關係費用支出,0,
"",支出合計,"3,084,742","超過三萬元之支出合計:1,686,071"
"餘絀",收支結存金額,"-409,450",
"金錢以外之賸餘財產",0,,
