"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"10,716,200",
"",營利事業捐贈收入,"5,002,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"385,000",
"",匿名捐贈收入,"18,000",
"",其他收入,737,"超過三萬元之收入合計:14,147,000"
"",收入合計,"16,121,937","金錢收入總額:16,101,937  非金錢收入總額:20,000"
"支出",人事費用支出,"6,359,724",
"",宣傳支出,"7,032,619",
"",租用宣傳車輛支出,"433,394",
"",租用競選辦事處支出,"189,330",
"",集會支出,"1,163,705",
"",交通旅運支出,"454,132",
"",雜支支出,"1,874,783",
"",返還捐贈支出,"200,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"155,440",
"",支出合計,"17,863,127","超過三萬元之支出合計:8,845,948"
"餘絀",收支結存金額,"-1,741,190",
"金錢以外之賸餘財產",0,,
