"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,636,000",
"",營利事業捐贈收入,"1,810,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,31,"超過三萬元之收入合計:3,300,000"
"",收入合計,"3,446,031","金錢收入總額:3,446,031  非金錢收入總額:"
"支出",人事費用支出,"738,400",
"",宣傳支出,"932,142",
"",租用宣傳車輛支出,"151,074",
"",租用競選辦事處支出,"329,500",
"",集會支出,"519,572",
"",交通旅運支出,"98,770",
"",雜支支出,"508,228",
"",返還捐贈支出,"480,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"3,757,686","超過三萬元之支出合計:2,068,636"
"餘絀",收支結存金額,"-311,655",
"金錢以外之賸餘財產",0,,
