"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,190,800",
"",營利事業捐贈收入,"9,572,000",
"",政黨捐贈收入,"6,000,000",
"",人民團體捐贈收入,"176,000",
"",匿名捐贈收入,"67,690",
"",其他收入,"2,742","超過兩萬元之收入合計:17,702,000"
"",收入合計,"18,009,232","金錢收入總額:17,874,442非金錢收入總額:134,790"
"支出",宣傳支出,"15,363,409",
"",租用宣傳車輛支出,"468,984",
"",租用競選辦事處支出,"330,400",
"",集會支出,"151,000",
"",交通旅運支出,"448,148",
"",雜支支出,"2,045,270",
"",繳庫支出,0,"專戶存款結存金額:5,929"
"",支出合計,"18,807,211","超過兩萬元之支出合計:15,955,355"
"餘絀",收支結存金額,"-797,979",
"金錢以外之賸餘財產",0,,
