"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"35,808,000",
"",營利事業捐贈收入,"33,204,223",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"1,217,134",
"",匿名捐贈收入,"72,321",
"",其他收入,0,超過三萬元之收入合計:67684225.00
"",收入合計,"70,301,678","金錢收入總額:70301678.00 非金錢收入總額:"
"支出",人事費用支出,"8,397,578",
"",宣傳支出,"32,456,194",
"",租用宣傳車輛支出,"4,159,225",
"",租用競選辦事處支出,"7,898,393",
"",集會支出,"11,603,777",
"",交通旅運支出,"1,895,570",
"",雜支支出,"3,025,093",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,"937,085",
"",支出合計,"70,372,915",超過三萬元之支出合計:49493434.00
"餘絀",收支結存金額,"-71,237",
"金錢以外之賸餘財產",0,,
