"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"20,598,945",
"",營利事業捐贈收入,"15,234,080",
"",政黨捐贈收入,"2,000,000",
"",人民團體捐贈收入,"360,000",
"",匿名捐贈收入,"252,801",
"",其他收入,37,"超過三萬元之收入合計:33,611,555"
"",收入合計,"38,445,863","金錢收入總額:38,195,863非金錢收入總額:250,000"
"支出",人事費用支出,"5,015,745",
"",宣傳支出,"20,420,697",
"",租用宣傳車輛支出,"420,290",
"",租用競選辦事處支出,"2,128,905",
"",集會支出,"5,837,042",
"",交通旅運支出,"200,976",
"",雜支支出,"3,074,890",
"",返還捐贈支出,"1,927,400",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"997,470",
"",支出合計,"40,023,415","超過三萬元之支出合計:29,357,279"
"餘絀",收支結存金額,"-1,577,552",
"金錢以外之賸餘財產",0,,
