"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"2,179,300",
"",營利事業捐贈收入,"1,739,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,495,"超過三萬元之收入合計:3,654,000"
"",收入合計,"3,918,795","金錢收入總額:3,912,495非金錢收入總額:6,300"
"支出",人事費用支出,"916,404",
"",宣傳支出,"2,452,535",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"183,800",
"",集會支出,"41,810",
"",交通旅運支出,"96,826",
"",雜支支出,"386,588",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:1,495"
"",公共關係費用支出,0,
"",支出合計,"4,077,963","超過三萬元之支出合計:2,365,510"
"餘絀",收支結存金額,"-159,168",
"金錢以外之賸餘財產",0,,
