"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"3,680,680",
"",營利事業捐贈收入,"485,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:3,811,000"
"",收入合計,"4,165,680","金錢收入總額:4,165,680非金錢收入總額:0"
"支出",人事費用支出,"2,245,990",
"",宣傳支出,"1,236,237",
"",租用宣傳車輛支出,"72,000",
"",租用競選辦事處支出,"275,815",
"",集會支出,"461,266",
"",交通旅運支出,"103,072",
"",雜支支出,"479,436",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"37,080",
"",支出合計,"4,910,896","超過三萬元之支出合計:3,863,981"
"餘絀",收支結存金額,"-745,216",
"金錢以外之賸餘財產",0,,
