"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,494,600",
"",營利事業捐贈收入,"409,100",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,"6,000",
"",匿名捐贈收入,0,
"",其他收入,31,"超過三萬元之收入合計:850,000"
"",收入合計,"1,959,731","金錢收入總額:1,099,100非金錢收入總額:860,600"
"支出",人事費用支出,"822,200",
"",宣傳支出,"189,504",
"",租用宣傳車輛支出,"5,500",
"",租用競選辦事處支出,0,
"",集會支出,"47,595",
"",交通旅運支出,"52,613",
"",雜支支出,"850,935",
"",返還捐贈支出,0,
"",繳庫支出,"200,000",專戶存款結存金額:0
"",公共關係費用支出,"102,625",
"",支出合計,"2,270,972","超過三萬元之支出合計:1,200,000"
"餘絀",收支結存金額,"-311,272",
"金錢以外之賸餘財產",0,,
