"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"969,168",
"",營利事業捐贈收入,"71,000",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,"25,000",
"",匿名捐贈收入,0,
"",其他收入,0,"超過三萬元之收入合計:340,000"
"",收入合計,"1,115,168","金錢收入總額:1,113,568非金錢收入總額:1,600"
"支出",人事費用支出,"624,900",
"",宣傳支出,"461,884",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"9,600",
"",集會支出,"382,020",
"",交通旅運支出,"45,022",
"",雜支支出,"128,712",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"1,652,138","超過三萬元之支出合計:1,108,890"
"餘絀",收支結存金額,"-536,970",
"金錢以外之賸餘財產","1,600",,
