"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"6,358,056",
"",營利事業捐贈收入,"7,870,000",
"",政黨捐贈收入,"5,000,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"118,166",
"",其他收入,"6,571","超過兩萬元之收入合計:18,490,000"
"",收入合計,"19,352,793","金錢收入總額:19,306,225非金錢收入總額:46,568"
"支出",宣傳支出,"6,632,158",
"",租用宣傳車輛支出,"827,841",
"",租用競選辦事處支出,"981,739",
"",集會支出,"903,228",
"",交通旅運支出,"940,888",
"",雜支支出,"9,075,417",
"",繳庫支出,"150,000",專戶存款結存金額:0
"",支出合計,"19,511,271","超過兩萬元之支出合計:8,388,982"
"餘絀",收支結存金額,"-158,478",
"金錢以外之賸餘財產","116,300",,
