"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,221,996",
"",營利事業捐贈收入,"5,590,000",
"",政黨捐贈收入,"200,000",
"",人民團體捐贈收入,"130,000",
"",匿名捐贈收入,"11,100",
"",其他收入,0,"超過三萬元之收入合計:9,042,000"
"",收入合計,"10,153,096","金錢收入總額:10,153,096非金錢收入總額:0"
"支出",人事費用支出,"1,209,210",
"",宣傳支出,"4,454,762",
"",租用宣傳車輛支出,"1,284,025",
"",租用競選辦事處支出,"256,389",
"",集會支出,"508,672",
"",交通旅運支出,"373,681",
"",雜支支出,"1,404,977",
"",返還捐贈支出,"190,020",
"",繳庫支出,"520,000",專戶存款結存金額:0
"",公共關係費用支出,"49,200",
"",支出合計,"10,250,936","超過三萬元之支出合計:7,211,638"
"餘絀",收支結存金額,"-97,840",
"金錢以外之賸餘財產",0,,
