"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"111,000",
"",營利事業捐贈收入,"11,000",
"",政黨捐贈收入,"50,000",
"",人民團體捐贈收入,"26,000",
"",匿名捐贈收入,0,
"",其他收入,24,"超過三萬元之收入合計:100,000"
"",收入合計,"198,024","金錢收入總額:197,024非金錢收入總額:1,000"
"支出",人事費用支出,"60,000",
"",宣傳支出,"360,547",
"",租用宣傳車輛支出,"9,200",
"",租用競選辦事處支出,850,
"",集會支出,"42,120",
"",交通旅運支出,"39,140",
"",雜支支出,"79,594",
"",返還捐贈支出,0,
"",繳庫支出,0,"專戶存款結存金額:197,024"
"",公共關係費用支出,0,
"",支出合計,"591,451","超過三萬元之支出合計:284,084"
"餘絀",收支結存金額,"-393,427",
"金錢以外之賸餘財產",0,,
