"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"21,836,000",
"",營利事業捐贈收入,"5,990,000",
"",政黨捐贈收入,"475,000",
"",人民團體捐贈收入,"326,000",
"",匿名捐贈收入,0,
"",其他收入,"1,098","超過三萬元之收入合計:20,543,000"
"",收入合計,"28,628,098","金錢收入總額:28,607,098非金錢收入總額:21,000"
"支出",人事費用支出,"3,439,376",
"",宣傳支出,"15,537,923",
"",租用宣傳車輛支出,"1,550,129",
"",租用競選辦事處支出,"1,820,376",
"",集會支出,"3,671,834",
"",交通旅運支出,"1,174,315",
"",雜支支出,"2,621,217",
"",返還捐贈支出,"1,450,000",
"",繳庫支出,0,"專戶存款結存金額:1,097"
"",公共關係費用支出,0,
"",支出合計,"31,265,170","超過三萬元之支出合計:22,708,079"
"餘絀",收支結存金額,"-2,637,072",
"金錢以外之賸餘財產","21,000",,
