"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"5,119,840",
"",營利事業捐贈收入,"10,955,000",
"",政黨捐贈收入,"5,100,000",
"",人民團體捐贈收入,"600,000",
"",匿名捐贈收入,"41,600",
"",其他收入,"7,709","超過兩萬元之收入合計:21,005,840"
"",收入合計,"21,824,149","金錢收入總額:21,542,309非金錢收入總額:281,840"
"支出",宣傳支出,"10,533,989",
"",租用宣傳車輛支出,"1,351,420",
"",租用競選辦事處支出,"199,020",
"",集會支出,"1,935,552",
"",交通旅運支出,"854,853",
"",雜支支出,"8,799,166",
"",繳庫支出,0,專戶存款結存金額:0
"",支出合計,"23,674,000","超過兩萬元之支出合計:17,775,305"
"餘絀",收支結存金額,"-1,849,851",
"金錢以外之賸餘財產",0,,
