"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,850,000",
"",營利事業捐贈收入,"2,420,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"48,000",
"",其他收入,0,"超過三萬元之收入合計:4,210,000"
"",收入合計,"4,318,000","金錢收入總額:4,318,000非金錢收入總額:0"
"支出",人事費用支出,"1,009,500",
"",宣傳支出,"2,011,980",
"",租用宣傳車輛支出,"80,500",
"",租用競選辦事處支出,"45,859",
"",集會支出,"1,771,200",
"",交通旅運支出,"88,551",
"",雜支支出,"1,103,822",
"",返還捐贈支出,"200,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,0,
"",支出合計,"6,311,412","超過三萬元之支出合計:5,283,214"
"餘絀",收支結存金額,"-1,993,412",
"金錢以外之賸餘財產",0,,
