"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"8,022,100",
"",營利事業捐贈收入,"6,823,000",
"",政黨捐贈收入,"3,000,000",
"",人民團體捐贈收入,"2,103,000",
"",匿名捐贈收入,"5,000",
"",其他收入,607,"超過三萬元之收入合計:19,039,500"
"",收入合計,"19,953,707","金錢收入總額:18,646,207  非金錢收入總額:1,307,500"
"支出",人事費用支出,0,
"",宣傳支出,"15,996,764",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"100,120",
"",集會支出,"4,141,300",
"",交通旅運支出,0,
"",雜支支出,"71,803",
"",返還捐贈支出,"1,086,000",
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"20,000",
"",支出合計,"21,415,987","超過三萬元之支出合計:20,534,218"
"餘絀",收支結存金額,"-1,462,280",
"金錢以外之賸餘財產",0,,
