"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,436,822",
"",營利事業捐贈收入,"2,045,751",
"",政黨捐贈收入,"200,000",
"",人民團體捐贈收入,"20,000",
"",匿名捐贈收入,"4,770",
"",其他收入,535,"超過三萬元之收入合計:5,694,144"
"",收入合計,"6,707,878","金錢收入總額:6,424,127非金錢收入總額:283,751"
"支出",人事費用支出,"390,734",
"",宣傳支出,"4,976,357",
"",租用宣傳車輛支出,"242,131",
"",租用競選辦事處支出,"191,650",
"",集會支出,"78,320",
"",交通旅運支出,"66,062",
"",雜支支出,"627,837",
"",返還捐贈支出,"210,000",
"",繳庫支出,0,"專戶存款結存金額:263,832"
"",公共關係費用支出,0,
"",支出合計,"6,783,091","超過三萬元之支出合計:5,499,289"
"餘絀",收支結存金額,"-75,213",
"金錢以外之賸餘財產",0,,
