"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"8,825,800",
"",營利事業捐贈收入,"1,025,000",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"35,720",
"",其他收入,968,"超過三萬元之收入合計:6,210,000"
"",收入合計,"9,887,488","金錢收入總額:9,863,488非金錢收入總額:24,000"
"支出",人事費用支出,"2,182,460",
"",宣傳支出,"2,938,290",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,"78,675",
"",集會支出,"75,720",
"",交通旅運支出,"276,548",
"",雜支支出,"960,192",
"",返還捐贈支出,0,
"",繳庫支出,"100,000","專戶存款結存金額:3,663,488"
"",公共關係費用支出,0,
"",支出合計,"6,611,885","超過三萬元之支出合計:3,887,057"
"餘絀",收支結存金額,"3,275,603",
"金錢以外之賸餘財產",0,,
