"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"4,147,000",
"",營利事業捐贈收入,"3,886,000",
"",政黨捐贈收入,"30,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,"14,500",
"",其他收入,900,"超過三萬元之收入合計:5,766,000"
"",收入合計,"8,078,400","金錢收入總額:8,057,400非金錢收入總額:21,000"
"支出",人事費用支出,"1,892,600",
"",宣傳支出,"3,921,403",
"",租用宣傳車輛支出,"126,288",
"",租用競選辦事處支出,"287,500",
"",集會支出,"455,750",
"",交通旅運支出,"74,116",
"",雜支支出,"894,262",
"",返還捐贈支出,"1,230,000",
"",繳庫支出,0,"專戶存款結存金額:1,225,662"
"",公共關係費用支出,"83,997",
"",支出合計,"8,965,916","超過三萬元之支出合計:5,494,566"
"餘絀",收支結存金額,"-887,516",
"金錢以外之賸餘財產",0,,
