"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"6,505,612",
"",營利事業捐贈收入,"3,320,000",
"",政黨捐贈收入,"100,000",
"",人民團體捐贈收入,"216,000",
"",匿名捐贈收入,"50,500",
"",其他收入,97,"超過三萬元之收入合計:6,943,000"
"",收入合計,"10,192,209","金錢收入總額:10,192,209  非金錢收入總額:"
"支出",人事費用支出,"1,358,413",
"",宣傳支出,"6,339,413",
"",租用宣傳車輛支出,"128,700",
"",租用競選辦事處支出,"202,242",
"",集會支出,"2,115,436",
"",交通旅運支出,"261,741",
"",雜支支出,"643,608",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"62,350",
"",支出合計,"11,111,903","超過三萬元之支出合計:7,354,236"
"餘絀",收支結存金額,"-919,694",
"金錢以外之賸餘財產",0,,
