"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"1,606,400",
"",營利事業捐贈收入,"1,777,090",
"",政黨捐贈收入,0,
"",人民團體捐贈收入,"15,000",
"",匿名捐贈收入,0,
"",其他收入,"160,000","超過三萬元之收入合計:3,294,590"
"",收入合計,"3,558,490","金錢收入總額:2,806,000非金錢收入總額:752,490"
"支出",人事費用支出,"288,600",
"",宣傳支出,"2,805,260",
"",租用宣傳車輛支出,"187,500",
"",租用競選辦事處支出,"199,314",
"",集會支出,"211,500",
"",交通旅運支出,"6,333",
"",雜支支出,"492,393",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0
"",公共關係費用支出,"37,200",
"",支出合計,"4,228,100","超過三萬元之支出合計:2,812,498"
"餘絀",收支結存金額,"-669,610",
"金錢以外之賸餘財產","405,490",,
