"收支科目","金額(新台幣:元)",備註,
"收入",個人捐贈收入,"966,660",
"",營利事業捐贈收入,"522,550",
"",政黨捐贈收入,"300,000",
"",人民團體捐贈收入,0,
"",匿名捐贈收入,0,
"",其他收入,0,超過三萬元之收入合計:1657550.00
"",收入合計,"1,789,210","金錢收入總額:1774210.00 非金錢收入總額:15000.00"
"支出",人事費用支出,"823,660",
"",宣傳支出,"3,538,933",
"",租用宣傳車輛支出,0,
"",租用競選辦事處支出,0,
"",集會支出,"217,105",
"",交通旅運支出,"12,000",
"",雜支支出,"517,781",
"",返還捐贈支出,0,
"",繳庫支出,0,專戶存款結存金額:0.00
"",公共關係費用支出,0,
"",支出合計,"5,109,479",超過三萬元之支出合計:3568385.00
"餘絀",收支結存金額,"-3,320,269",
"金錢以外之賸餘財產",0,,
